H2O dE=2.0
Au  O  H 
 -4.4562299999999997  7.7298700000000000  2.4932900000000000
  4.4761100000000003  0.8537800000000000  0.0621700000000000
  2.9931299999999998  1.7172099999999999  5.0035299999999996
 -1.4787399999999999  7.7298700000000000  2.4932900000000000
  7.4535099999999996  0.8537800000000000  0.0621700000000000
  5.9649000000000001  1.7146100000000000  4.9891699999999997
  1.4986600000000001  7.7298700000000000  2.4932900000000000
  0.0100000000000000  3.4322800000000000  0.0621700000000000
 -1.4797899999999999  4.2920199999999999  4.9876399999999999
 -1.4787900000000000  2.5727799999999998  2.4932900000000000
  2.9874100000000001  3.4322800000000000  0.0621700000000000
  1.4928800000000000  4.2988000000000000  4.9817900000000002
  1.4987100000000000  2.5727799999999998  2.4932900000000000
  5.9648099999999999  3.4322800000000000  0.0621700000000000
  4.4769600000000001  4.2921300000000002  4.9859799999999996
  4.4761100000000003  2.5727799999999998  2.4932900000000000
 -1.4786999999999999  6.0107900000000001  0.0621700000000000
 -2.9655000000000000  6.8711099999999998  4.9840099999999996
 -2.9674900000000002  5.1512900000000004  2.4932900000000000
  1.4987100000000000  6.0107900000000001  0.0621700000000000
  0.0105100000000000  6.8699700000000004  4.9935499999999999
  0.0100000000000000  5.1512900000000004  2.4932900000000000
  4.4761100000000003  6.0107900000000001  0.0621700000000000
  2.9893700000000001  6.8729600000000000  4.9851099999999997
  2.9874100000000001  5.1512900000000004  2.4932900000000000
  1.5124700000000000  4.6179399999999999  8.3827999999999996
 -0.6594900000000000  3.7478099999999999 10.0492000000000008
  2.6652700000000000  6.6533100000000003 10.0444300000000002
  3.3845000000000001  2.4851600000000000  8.3771199999999997
  1.3749700000000000  4.7659300000000000  7.4175500000000003
  2.1785899999999998  3.8941699999999999  8.4022500000000004
  0.0352800000000000  4.0610099999999996  9.4336500000000001
 -0.7657000000000000  4.4624600000000001 10.6918600000000001
  2.2501099999999998  6.0151800000000000  9.4276400000000002
  1.9904500000000001  6.8279500000000004 10.7147500000000004
  3.3782500000000000  2.3316499999999998  7.4023800000000000
  4.2743599999999997  2.8222999999999998  8.5617800000000006

H2O dE=1.0
Au  O  H 
 1.0000000000000000
     8.9322996139999997    0.0000000000000000    0.0000000000000000
    -4.4661498069999999    7.7355983799999999    0.0000000000000000
     0.0000000000000000    0.0000000000000000   19.8621006010000016
 Au  O   H  
  27   4   8
Cartesian
  1.4987100000000000  0.8537800000000000  0.0621700000000000
  0.0107600000000000  1.7041599999999999  4.9930399999999997
 -4.4562299999999997  7.7298700000000000  2.4932900000000000
  4.4761100000000003  0.8537800000000000  0.0621700000000000
  2.9848599999999998  1.7013100000000001  4.9748999999999999
 -1.4787399999999999  7.7298700000000000  2.4932900000000000
  7.4535099999999996  0.8537800000000000  0.0621700000000000
  5.9608600000000003  1.7046100000000000  4.9915500000000002
  1.4986600000000001  7.7298700000000000  2.4932900000000000
  0.0100000000000000  3.4322800000000000  0.0621700000000000
 -1.4785400000000000  4.2878299999999996  4.9967899999999998
 -1.4787900000000000  2.5727799999999998  2.4932900000000000
  2.9874100000000001  3.4322800000000000  0.0621700000000000
  1.4918199999999999  4.2860300000000002  4.9807800000000002
  1.4987100000000000  2.5727799999999998  2.4932900000000000
  5.9648099999999999  3.4322800000000000  0.0621700000000000
  4.4763700000000002  4.2854799999999997  4.9863400000000002
  4.4761100000000003  2.5727799999999998  2.4932900000000000
 -1.4786999999999999  6.0107900000000001  0.0621700000000000
 -2.9664100000000002  6.8650500000000001  4.9940899999999999
 -2.9674900000000002  5.1512900000000004  2.4932900000000000
  1.4987100000000000  6.0107900000000001  0.0621700000000000
  0.0050300000000000  6.8624799999999997  4.9966600000000003
  0.0100000000000000  5.1512900000000004  2.4932900000000000
  4.4761100000000003  6.0107900000000001  0.0621700000000000
  2.9848599999999998  6.8638500000000002  4.9980000000000002
  2.9874100000000001  5.1512900000000004  2.4932900000000000
  1.4916700000000001  4.6608999999999998  8.7571999999999992
 -0.9542900000000000  3.6433100000000000 10.0164399999999993
  2.7431700000000001  6.9456800000000003 10.0217799999999997
  3.4794999999999998  2.6398199999999998  8.9544499999999996
  1.2714000000000001  4.9326100000000004  7.8512599999999999
  2.1600199999999998  3.9458600000000001  8.6698299999999993
 -0.1341100000000000  3.9942299999999999  9.6211599999999997
 -1.0400400000000001  4.1028399999999996 10.8642400000000006
  2.2997999999999998  6.1620400000000002  9.6425500000000000
  2.3636800000000000  7.0476900000000002 10.9061699999999995
  3.3407900000000001  1.7974399999999999  8.4961400000000005
  4.3746099999999997  2.9177399999999998  8.7058099999999996

OH-H dE=3.0
Au  O  H 
 1.0000000000000000
     8.9322996139999997    0.0000000000000000    0.0000000000000000
    -4.4661498069999999    7.7355983799999999    0.0000000000000000
     0.0000000000000000    0.0000000000000000   19.8621006010000016
 Au  O   H  
  27   4   8
Cartesian
  1.4987999999999999  0.8564100000000000  0.0582000000000000
  0.0132400000000000  1.7328300000000001  4.9420500000000001
 -4.4573099999999997  7.7312700000000003  2.4930900000000000
  4.4762399999999998  0.8564900000000000  0.0597800000000000
  3.0026500000000000  1.8027400000000000  5.1427300000000002
 -1.4791900000000000  7.7312700000000003  2.4928900000000001
  7.4536499999999997  0.8541600000000000  0.0611800000000000
  5.9930099999999999  1.7374000000000001  4.9505999999999997
  1.4984400000000000  7.7307199999999998  2.4930900000000000
  0.0095600000000000  3.4349200000000000  0.0583900000000000
 -1.4610700000000001  4.3203199999999997  4.9650299999999996
 -1.4799000000000000  2.5753400000000002  2.4883199999999999
  2.9872700000000001  3.4351500000000001  0.0580000000000000
  1.4882599999999999  4.3518800000000004  4.9641599999999997
  1.4970500000000000  2.5754899999999998  2.4863400000000002
  5.9646299999999997  3.4338299999999999  0.0540200000000000
  4.5162699999999996  4.3477499999999996  4.9484199999999996
  4.4784300000000004  2.5777299999999999  2.4875300000000000
 -1.4795900000000000  6.0132700000000003  0.0609800000000000
 -2.9437899999999999  6.9058900000000003  4.9610399999999997
 -2.9683400000000000  5.1532200000000001  2.4921000000000002
  1.4981199999999999  6.0130400000000002  0.0607800000000000
  0.0234000000000000  6.9032999999999998  4.9636899999999997
  0.0093300000000000  5.1527599999999998  2.4912999999999998
  4.4760200000000001  6.0128000000000004  0.0605800000000000
  3.0032399999999999  6.8967200000000002  4.9691200000000002
  2.9874499999999999  5.1524500000000000  2.4918999999999998
  1.6221500000000000  4.4915700000000003  8.7230399999999992
 -0.7271500000000000  3.6558500000000000  9.9501799999999996
  2.7192099999999999  6.7214400000000003  9.9925200000000007
  3.1968999999999999  2.5956299999999999  8.4232200000000006
  1.4011899999999999  4.7614700000000001  7.8145100000000003
  2.3390200000000001  3.6522100000000002  8.5738199999999996
  0.1026100000000000  3.9737800000000001  9.5117600000000007
 -0.8726900000000000  4.2624599999999999 10.6879899999999992
  2.3103600000000002  5.9370799999999999  9.5478600000000000
  2.1508300000000000  6.9105400000000001 10.7506100000000000
  3.0200600000000000  2.1806999999999999  6.7549099999999997
  4.0429500000000003  3.0007700000000002  8.1859500000000001

OH-H dE=1.3
Au  O  H 
 1.0000000000000000
     8.9322996139999997    0.0000000000000000    0.0000000000000000
    -4.4661498069999999    7.7355983799999999    0.0000000000000000
     0.0000000000000000    0.0000000000000000   19.8621006010000016
 Au  O   H  
  27   4   8
Cartesian
  1.4987999999999999  0.8564100000000000  0.0582000000000000
  0.0097400000000000  1.7247100000000000  4.9722700000000000
 -4.4573099999999997  7.7312700000000003  2.4930900000000000
  4.4762399999999998  0.8564900000000000  0.0597800000000000
  3.0208599999999999  1.7775500000000000  5.1079800000000004
 -1.4791900000000000  7.7312700000000003  2.4928900000000001
  7.4536499999999997  0.8541600000000000  0.0611800000000000
  6.0122600000000004  1.7265600000000001  4.9733599999999996
  1.4984400000000000  7.7307199999999998  2.4930900000000000
  0.0095600000000000  3.4349200000000000  0.0583900000000000
 -1.4630300000000001  4.3091799999999996  4.9920400000000003
 -1.4799000000000000  2.5753400000000002  2.4883199999999999
  2.9872700000000001  3.4351500000000001  0.0580000000000000
  1.4904500000000001  4.3391000000000002  4.9567500000000004
  1.4970500000000000  2.5754899999999998  2.4863400000000002
  5.9646299999999997  3.4338299999999999  0.0540200000000000
  4.5193199999999996  4.3488899999999999  4.9684600000000003
  4.4784300000000004  2.5777299999999999  2.4875300000000000
 -1.4795900000000000  6.0132700000000003  0.0609800000000000
 -2.9539100000000000  6.8886700000000003  4.9811699999999997
 -2.9683400000000000  5.1532200000000001  2.4921000000000002
  1.4981199999999999  6.0130400000000002  0.0607800000000000
  0.0299400000000000  6.8803400000000003  4.9832500000000000
  0.0093300000000000  5.1527599999999998  2.4912999999999998
  4.4760200000000001  6.0128000000000004  0.0605800000000000
  3.0006699999999999  6.8860599999999996  4.9987700000000004
  2.9874499999999999  5.1524500000000000  2.4918999999999998
  1.5302700000000000  4.6184099999999999  8.8489299999999993
 -0.7802000000000000  3.6697799999999998  9.8885500000000004
  2.6941099999999998  6.8141800000000003  9.9276700000000009
  3.2485599999999999  2.7010600000000000  8.5519400000000001
  1.3015800000000000  4.8932099999999998  7.9493000000000000
  2.5675599999999998  3.4834800000000001  8.6462800000000009
  0.0730900000000000  4.0487900000000003  9.5129300000000008
 -0.9473100000000000  4.1695700000000002 10.6987500000000004
  2.2358300000000000  6.0056399999999996  9.5431100000000004
  2.2546200000000001  6.9813200000000002 10.7720800000000008
  3.0990199999999999  2.1298599999999999  6.6969799999999999
  4.1165900000000004  3.1267700000000000  8.4846299999999992

OH-H dE=2.3
Au  O  H 
 1.0000000000000000
     8.9322996139999997    0.0000000000000000    0.0000000000000000
    -4.4661498069999999    7.7355983799999999    0.0000000000000000
     0.0000000000000000    0.0000000000000000   19.8621006010000016
 Au  O   H  
  27   4   8
Cartesian
  1.4987999999999999  0.8564100000000000  0.0582000000000000
  0.0173100000000000  1.7256700000000000  4.9619799999999996
 -4.4573099999999997  7.7312700000000003  2.4930900000000000
  4.4762399999999998  0.8564900000000000  0.0597800000000000
  3.0129899999999998  1.7894000000000001  5.1566500000000000
 -1.4791900000000000  7.7312700000000003  2.4928900000000001
  7.4536499999999997  0.8541600000000000  0.0611800000000000
  5.9991800000000000  1.7290800000000000  4.9674699999999996
  1.4984400000000000  7.7307199999999998  2.4930900000000000
  0.0095600000000000  3.4349200000000000  0.0583900000000000
 -1.4625999999999999  4.3120599999999998  4.9785599999999999
 -1.4799000000000000  2.5753400000000002  2.4883199999999999
  2.9872700000000001  3.4351500000000001  0.0580000000000000
  1.4902200000000001  4.3381800000000004  4.9564599999999999
  1.4970500000000000  2.5754899999999998  2.4863400000000002
  5.9646299999999997  3.4338299999999999  0.0540200000000000
  4.5179600000000004  4.3437400000000004  4.9609399999999999
  4.4784300000000004  2.5777299999999999  2.4875300000000000
 -1.4795900000000000  6.0132700000000003  0.0609800000000000
 -2.9449000000000001  6.8993000000000002  4.9760799999999996
 -2.9683400000000000  5.1532200000000001  2.4921000000000002
  1.4981199999999999  6.0130400000000002  0.0607800000000000
  0.0229000000000000  6.8929099999999996  4.9797200000000004
  0.0093300000000000  5.1527599999999998  2.4912999999999998
  4.4760200000000001  6.0128000000000004  0.0605800000000000
  3.0008300000000001  6.8890700000000002  4.9814800000000004
  2.9874499999999999  5.1524500000000000  2.4918999999999998
  1.6008000000000000  4.5324299999999997  8.7876399999999997
 -0.7423000000000000  3.6659400000000000  9.9144100000000002
  2.7073600000000000  6.7600400000000000  9.9566199999999991
  3.1635800000000001  2.6581500000000000  8.3863699999999994
  1.3669199999999999  4.8188800000000001  7.8909500000000001
  2.4596800000000001  3.5259100000000001  8.5484700000000000
  0.1050600000000000  4.0060399999999996  9.5060199999999995
 -0.8960500000000000  4.2263900000000003 10.6865100000000002
  2.2829199999999998  5.9571600000000000  9.5395000000000003
  2.1931099999999999  6.9357699999999998 10.7557299999999998
  3.0341100000000001  2.2057600000000002  6.7580400000000003
  4.0420100000000003  3.0536400000000001  8.2818199999999997

OH-H dE=1.8
Au  O  H 
 1.0000000000000000
     8.9322996139999997    0.0000000000000000    0.0000000000000000
    -4.4661498069999999    7.7355983799999999    0.0000000000000000
     0.0000000000000000    0.0000000000000000   19.8621006010000016
 Au  O   H  
  27   4   8
Cartesian
  1.4987999999999999  0.8564100000000000  0.0582000000000000
  0.0189800000000000  1.7238800000000001  4.9739500000000003
 -4.4573099999999997  7.7312700000000003  2.4930900000000000
  4.4762399999999998  0.8564900000000000  0.0597800000000000
  3.0264799999999998  1.7861499999999999  5.1664500000000002
 -1.4791900000000000  7.7312700000000003  2.4928900000000001
  7.4536499999999997  0.8541600000000000  0.0611800000000000
  6.0084200000000001  1.7259300000000000  4.9748000000000001
  1.4984400000000000  7.7307199999999998  2.4930900000000000
  0.0095600000000000  3.4349200000000000  0.0583900000000000
 -1.4622500000000000  4.3087700000000000  4.9867400000000002
 -1.4799000000000000  2.5753400000000002  2.4883199999999999
  2.9872700000000001  3.4351500000000001  0.0580000000000000
  1.4916499999999999  4.3338000000000001  4.9565000000000001
  1.4970500000000000  2.5754899999999998  2.4863400000000002
  5.9646299999999997  3.4338299999999999  0.0540200000000000
  4.5200500000000003  4.3457400000000002  4.9672499999999999
  4.4784300000000004  2.5777299999999999  2.4875300000000000
 -1.4795900000000000  6.0132700000000003  0.0609800000000000
 -2.9471200000000000  6.8963799999999997  4.9829699999999999
 -2.9683400000000000  5.1532200000000001  2.4921000000000002
  1.4981199999999999  6.0130400000000002  0.0607800000000000
  0.0245200000000000  6.8867200000000004  4.9860600000000002
  0.0093300000000000  5.1527599999999998  2.4912999999999998
  4.4760200000000001  6.0128000000000004  0.0605800000000000
  3.0006499999999998  6.8855500000000003  4.9927900000000003
  2.9874499999999999  5.1524500000000000  2.4918999999999998
  1.5649500000000001  4.5807700000000002  8.8307300000000009
 -0.7824700000000000  3.6662200000000000  9.8870500000000003
  2.6983600000000001  6.8147599999999997  9.9258400000000009
  3.2178399999999998  2.6942499999999998  8.4948499999999996
  1.3490599999999999  4.8395599999999996  7.9224399999999999
  2.5287299999999999  3.5028999999999999  8.6166900000000002
  0.0742100000000000  4.0240600000000004  9.5073699999999999
 -0.9401400000000000  4.1792499999999997 10.6908799999999999
  2.2615500000000002  6.0010100000000000  9.5354500000000009
  2.2412500000000000  6.9745900000000001 10.7623300000000004
  3.0913100000000000  2.1805599999999998  6.7539499999999997
  4.0886800000000001  3.1115400000000002  8.4142399999999995

OH+H dE=2.0
Au  O  H 
 1.0000000000000000
     8.9322996139999997    0.0000000000000000    0.0000000000000000
    -4.4661498069999999    7.7355983799999999    0.0000000000000000
     0.0000000000000000    0.0000000000000000   19.8621006010000016
 Au  O   H  
  27   4   8
Cartesian
  1.4987100000000000  0.8537800000000000  0.0621700000000000
  0.0121800000000000  1.7088900000000000  4.9774700000000003
 -4.4562299999999997  7.7298700000000000  2.4932900000000000
  4.4761100000000003  0.8537800000000000  0.0621700000000000
  2.9370500000000002  1.6755599999999999  5.0365599999999997
 -1.4787399999999999  7.7298700000000000  2.4932900000000000
  7.4535099999999996  0.8537800000000000  0.0621700000000000
  6.0283800000000003  1.6767700000000001  5.0516699999999997
  1.4986600000000001  7.7298700000000000  2.4932900000000000
  0.0100000000000000  3.4322800000000000  0.0621700000000000
 -1.4557800000000001  4.3003099999999996  4.9898699999999998
 -1.4787900000000000  2.5727799999999998  2.4932900000000000
  2.9874100000000001  3.4322800000000000  0.0621700000000000
  1.4893700000000001  4.2978500000000004  4.9715100000000003
  1.4987100000000000  2.5727799999999998  2.4932900000000000
  5.9648099999999999  3.4322800000000000  0.0621700000000000
  4.4834300000000002  4.3602900000000000  5.0457400000000003
  4.4761100000000003  2.5727799999999998  2.4932900000000000
 -1.4786999999999999  6.0107900000000001  0.0621700000000000
 -2.9646499999999998  6.8701600000000003  4.9826600000000001
 -2.9674900000000002  5.1512900000000004  2.4932900000000000
  1.4987100000000000  6.0107900000000001  0.0621700000000000
  0.0150400000000000  6.8481500000000004  4.9922300000000002
  0.0100000000000000  5.1512900000000004  2.4932900000000000
  4.4761100000000003  6.0107900000000001  0.0621700000000000
  2.9925600000000001  6.8710899999999997  4.9836000000000000
  2.9874100000000001  5.1512900000000004  2.4932900000000000
  1.4591099999999999  4.6876899999999999  8.8125400000000003
 -0.7126200000000000  3.6189399999999998  9.8855699999999995
  2.7761100000000001  6.7166800000000002  9.9295799999999996
  3.3375599999999999  2.8164500000000001  9.0934399999999993
  1.3257200000000000  4.8512300000000002  7.8681700000000001
  2.6299399999999999  3.5232299999999999  8.9300200000000007
  0.0945600000000000  4.0524399999999998  9.4452999999999996
 -0.9389100000000000  4.2032100000000003 10.6209699999999998
  2.2543099999999998  5.9737000000000000  9.4790600000000005
  2.2284799999999998  6.9777300000000002 10.6812699999999996
  4.4843099999999998  2.5758999999999999  5.7234900000000000
  4.0119999999999996  2.9848400000000002  8.4223199999999991

OH+H dE=3.0
Au  O  H 
 1.0000000000000000
     8.9322996139999997    0.0000000000000000    0.0000000000000000
    -4.4661498069999999    7.7355983799999999    0.0000000000000000
     0.0000000000000000    0.0000000000000000   19.8621006010000016
 Au  O   H  
  27   4   8
Cartesian
  1.4987100000000000  0.8537800000000000  0.0621700000000000
  0.0118200000000000  1.7092300000000000  4.9578899999999999
 -4.4562299999999997  7.7298700000000000  2.4932900000000000
  4.4761100000000003  0.8537800000000000  0.0621700000000000
  2.9252099999999999  1.6747300000000001  5.0448100000000000
 -1.4787399999999999  7.7298700000000000  2.4932900000000000
  7.4535099999999996  0.8537800000000000  0.0621700000000000
  6.0281900000000004  1.6760800000000000  5.0340199999999999
  1.4986600000000001  7.7298700000000000  2.4932900000000000
  0.0100000000000000  3.4322800000000000  0.0621700000000000
 -1.4593799999999999  4.3003499999999999  4.9697899999999997
 -1.4787900000000000  2.5727799999999998  2.4932900000000000
  2.9874100000000001  3.4322800000000000  0.0621700000000000
  1.4856700000000000  4.3009300000000001  4.9854200000000004
  1.4987100000000000  2.5727799999999998  2.4932900000000000
  5.9648099999999999  3.4322800000000000  0.0621700000000000
  4.4786299999999999  4.3628400000000003  5.0299500000000004
  4.4761100000000003  2.5727799999999998  2.4932900000000000
 -1.4786999999999999  6.0107900000000001  0.0621700000000000
 -2.9690799999999999  6.8716100000000004  4.9648599999999998
 -2.9674900000000002  5.1512900000000004  2.4932900000000000
  1.4987100000000000  6.0107900000000001  0.0621700000000000
  0.0115500000000000  6.8485899999999997  4.9766199999999996
  0.0100000000000000  5.1512900000000004  2.4932900000000000
  4.4761100000000003  6.0107900000000001  0.0621700000000000
  2.9895100000000001  6.8701999999999996  4.9611400000000003
  2.9874100000000001  5.1512900000000004  2.4932900000000000
  1.5438300000000000  4.6419199999999998  9.0536300000000001
 -0.5853000000000000  3.6303399999999999 10.2733000000000008
  2.7064499999999998  6.6515700000000004 10.2972300000000008
  3.5922100000000001  2.9176700000000002  9.1023499999999995
  1.3810500000000001  4.8031499999999996  8.1127000000000002
  2.8166899999999999  3.5662500000000001  9.0418699999999994
  0.1992000000000000  4.0357300000000000  9.7705099999999998
 -1.1041700000000001  4.3861600000000003 10.5779999999999994
  2.2307700000000001  5.9110199999999997  9.7822999999999993
  1.9989500000000000  7.2074600000000002 10.6494499999999999
  4.4754899999999997  2.5706500000000001  5.6788499999999997
  3.7591199999999998  2.6709100000000001  8.1815200000000008

OH+H dE=1.5
Au  O  H 
 1.0000000000000000
     8.9322996139999997    0.0000000000000000    0.0000000000000000
    -4.4661498069999999    7.7355983799999999    0.0000000000000000
     0.0000000000000000    0.0000000000000000   19.8621006010000016
 Au  O   H  
  27   4   8
Cartesian
  1.4987100000000000  0.8537800000000000  0.0621700000000000
  0.0123200000000000  1.7100599999999999  4.9745600000000003
 -4.4562299999999997  7.7298700000000000  2.4932900000000000
  4.4761100000000003  0.8537800000000000  0.0621700000000000
  2.9442200000000001  1.6788700000000001  5.0347600000000003
 -1.4787399999999999  7.7298700000000000  2.4932900000000000
  7.4535099999999996  0.8537800000000000  0.0621700000000000
  6.0219300000000002  1.6805000000000001  5.0493600000000001
  1.4986600000000001  7.7298700000000000  2.4932900000000000
  0.0100000000000000  3.4322800000000000  0.0621700000000000
 -1.4556100000000001  4.3005699999999996  4.9904000000000002
 -1.4787900000000000  2.5727799999999998  2.4932900000000000
  2.9874100000000001  3.4322800000000000  0.0621700000000000
  1.4880300000000000  4.2970800000000002  4.9672099999999997
  1.4987100000000000  2.5727799999999998  2.4932900000000000
  5.9648099999999999  3.4322800000000000  0.0621700000000000
  4.4851299999999998  4.3509599999999997  5.0405800000000003
  4.4761100000000003  2.5727799999999998  2.4932900000000000
 -1.4786999999999999  6.0107900000000001  0.0621700000000000
 -2.9626299999999999  6.8688200000000004  4.9791600000000003
 -2.9674900000000002  5.1512900000000004  2.4932900000000000
  1.4987100000000000  6.0107900000000001  0.0621700000000000
  0.0159400000000000  6.8478000000000003  4.9930500000000002
  0.0100000000000000  5.1512900000000004  2.4932900000000000
  4.4761100000000003  6.0107900000000001  0.0621700000000000
  2.9920000000000000  6.8688599999999997  4.9806499999999998
  2.9874100000000001  5.1512900000000004  2.4932900000000000
  1.4671200000000000  4.6861199999999998  8.7858900000000002
 -0.7157000000000000  3.6121300000000001  9.8512100000000000
  2.7767499999999998  6.7219800000000003  9.8797999999999995
  3.3328099999999998  2.8062700000000000  9.0751100000000005
  1.3034600000000001  4.8677099999999998  7.8499699999999999
  2.6373000000000002  3.5225200000000001  8.9084500000000002
  0.0983800000000000  4.0491599999999996  9.4339399999999998
 -0.9731100000000000  4.2004500000000000 10.5729900000000008
  2.2484500000000001  5.9691599999999996  9.4543999999999997
  2.2358799999999999  7.0195100000000004 10.6230200000000004
  4.4841100000000003  2.5731400000000000  5.7241400000000002
  4.0254399999999997  2.9740199999999999  8.4230499999999999

OH+H dE=2.5
Au  O  H 
 1.0000000000000000
     8.9322996139999997    0.0000000000000000    0.0000000000000000
    -4.4661498069999999    7.7355983799999999    0.0000000000000000
     0.0000000000000000    0.0000000000000000   19.8621006010000016
 Au  O   H  
  27   4   8
Cartesian
  1.4987100000000000  0.8537800000000000  0.0621700000000000
  0.0127400000000000  1.7075000000000000  4.9743899999999996
 -4.4562299999999997  7.7298700000000000  2.4932900000000000
  4.4761100000000003  0.8537800000000000  0.0621700000000000
  2.9352499999999999  1.6761600000000001  5.0433599999999998
 -1.4787399999999999  7.7298700000000000  2.4932900000000000
  7.4535099999999996  0.8537800000000000  0.0621700000000000
  6.0260800000000003  1.6786600000000000  5.0512699999999997
